Date,Open,High,Low,Close,Adj Close,Volume,vol2
29/04/2019,18.29,18.49,18.21,18.35,17.88,15043300,15.0433
30/04/2019,18.37,18.54,18.20,18.46,17.99,25093600,25.0936
02/05/2019,18.26,18.53,17.95,17.95,17.49,23174500,23.1745
03/05/2019,18.03,18.10,17.73,17.92,17.46,21902300,21.9023
06/05/2019,17.70,18.19,17.57,18.05,17.59,16137000,16.137
07/05/2019,18.20,18.23,17.24,17.65,17.19,43377300,43.3773
08/05/2019,17.79,17.99,17.63,17.92,17.46,35491400,35.4914
09/05/2019,17.75,17.83,17.43,17.49,17.04,20651100,20.6511
10/05/2019,17.50,17.53,17.17,17.29,16.85,15438500,15.4385
13/05/2019,17.00,17.19,16.92,17.01,16.57,24573100,24.5731
14/05/2019,17.05,17.15,16.76,16.94,16.50,18510000,18.51
15/05/2019,16.71,16.82,16.55,16.61,16.18,26326100,26.3261
16/05/2019,16.50,16.77,16.35,16.63,16.21,27881900,27.8819
17/05/2019,16.54,16.96,16.45,16.49,16.06,25763700,25.7637
20/05/2019,16.59,16.70,16.40,16.49,16.06,43284300,43.2843
21/05/2019,16.70,17.23,16.61,17.09,16.65,31103500,31.1035
22/05/2019,17.17,17.34,16.96,17.20,16.76,16255100,16.2551
23/05/2019,17.18,17.38,17.07,17.20,16.76,12687200,12.6872
24/05/2019,17.26,17.34,16.86,17.05,16.62,15540300,15.5403
27/05/2019,17.10,17.34,17.04,17.21,16.77,6924700,6.9247
28/05/2019,17.29,17.54,17.18,17.30,16.86,40302300,40.3023
29/05/2019,17.32,17.48,17.17,17.26,16.81,17718300,17.7183
30/05/2019,17.21,17.53,17.21,17.43,16.98,14045800,14.0458
31/05/2019,17.38,17.60,17.28,17.54,17.10,23080800,23.0808
03/06/2019,17.60,17.62,17.30,17.42,16.97,18578500,18.5785
04/06/2019,17.49,17.54,17.21,17.35,16.90,16407200,16.4072
05/06/2019,17.38,17.54,17.36,17.41,16.96,13357100,13.3571
06/06/2019,17.60,17.75,17.49,17.63,17.18,10219400,10.2194
07/06/2019,17.70,17.78,17.58,17.61,17.15,11447300,11.4473
10/06/2019,17.61,17.90,17.60,17.65,17.19,14089900,14.0899
11/06/2019,17.68,17.95,17.59,17.71,17.26,24719200,24.7192
12/06/2019,17.71,17.79,17.43,17.68,17.22,21035200,21.0352
13/06/2019,17.70,17.95,17.69,17.85,17.39,17586300,17.5863
14/06/2019,17.86,18.04,17.60,17.63,17.18,15962500,15.9625
17/06/2019,17.61,17.91,17.50,17.79,17.34,18256700,18.2567
18/06/2019,17.85,18.07,17.82,18.04,17.58,13201000,13.201
19/06/2019,18.04,18.36,17.98,18.20,17.73,23446200,23.4462
21/06/2019,18.28,18.58,18.28,18.45,17.97,28297900,28.2979
24/06/2019,18.44,18.50,18.29,18.29,17.83,14143300,14.1433
25/06/2019,18.33,18.42,18.08,18.17,17.70,19199900,19.1999
26/06/2019,18.19,18.27,17.98,18.10,17.63,15422800,15.4228
27/06/2019,17.96,18.04,17.80,18.04,17.58,12537000,12.537
28/06/2019,18.16,18.20,17.78,17.88,17.43,17249500,17.2495
01/07/2019,18.10,18.11,17.69,17.80,17.35,16148600,16.1486
02/07/2019,17.79,18.25,17.77,18.12,17.66,15780800,15.7808
03/07/2019,18.02,18.99,18.01,18.84,18.35,40587600,40.5876
04/07/2019,18.95,19.17,18.88,19.00,18.51,15014400,15.0144
05/07/2019,18.96,19.07,18.68,19.00,18.51,22139900,22.1399
08/07/2019,19.04,19.18,18.76,18.94,18.45,18757800,18.7578
10/07/2019,18.95,19.24,18.82,19.02,18.53,33415700,33.4157
11/07/2019,19.07,19.18,18.60,18.69,18.21,18302600,18.3026
12/07/2019,18.70,18.70,18.10,18.20,17.73,31136800,31.1368
15/07/2019,18.40,18.41,18.10,18.25,17.78,16291700,16.2917
16/07/2019,18.25,18.37,18.03,18.10,17.63,9964700,9.9647
17/07/2019,18.13,18.20,17.93,17.99,17.52,10416500,10.4165
18/07/2019,18.03,18.29,17.92,18.25,17.78,11537900,11.5379
19/07/2019,18.23,18.52,18.04,18.09,17.62,15923300,15.9233
22/07/2019,18.07,18.25,17.85,17.99,17.52,12533800,12.5338
23/07/2019,18.00,18.27,17.95,18.03,17.56,15130100,15.1301
24/07/2019,18.19,18.21,17.94,17.95,17.50,11971400,11.9714
25/07/2019,19.00,19.71,18.76,19.49,18.99,75250600,75.2506
26/07/2019,19.49,19.96,19.45,19.79,19.29,35478100,35.4781
29/07/2019,19.79,20.68,19.68,20.50,19.97,36618000,36.618
30/07/2019,20.32,20.77,20.25,20.34,19.81,24255200,24.2552
31/07/2019,20.30,20.41,19.84,20.12,19.61,27074600,27.0746
01/08/2019,20.16,20.70,20.16,20.42,19.89,26961600,26.9616
02/08/2019,20.41,20.62,20.33,20.49,19.96,15526900,15.5269
05/08/2019,20.15,20.41,20.08,20.16,19.64,20704700,20.7047
06/08/2019,20.17,20.58,20.08,20.48,19.95,21755600,21.7556
07/08/2019,20.19,20.71,20.12,20.62,20.10,18799000,18.799
08/08/2019,20.04,20.42,19.94,20.17,19.65,47777900,47.7779
09/08/2019,20.17,20.20,19.93,20.07,19.55,18921100,18.9211
12/08/2019,19.77,19.77,19.27,19.48,18.98,26937600,26.9376
13/08/2019,19.32,19.60,19.28,19.37,18.88,21165200,21.1652
14/08/2019,19.29,19.37,18.84,19.01,18.52,27713200,27.7132
15/08/2019,19.05,19.15,18.58,18.78,18.29,21761100,21.7611
16/08/2019,18.92,18.95,18.66,18.90,18.41,17271500,17.2715
19/08/2019,19.00,19.24,18.91,19.11,18.62,16230300,16.2303
20/08/2019,19.04,19.07,18.84,18.94,18.45,15670100,15.6701
21/08/2019,19.15,19.19,18.75,18.79,18.31,17575900,17.5759
22/08/2019,18.92,18.92,18.28,18.46,17.99,26247200,26.2472
23/08/2019,18.29,18.70,18.03,18.33,17.86,28288000,28.288
26/08/2019,18.45,18.53,17.95,18.09,17.62,16632700,16.6327
27/08/2019,18.16,18.37,17.91,18.17,17.70,31854400,31.8544
28/08/2019,18.01,18.20,17.96,18.15,17.68,15473700,15.4737
29/08/2019,18.07,18.58,18.02,18.54,18.07,16894600,16.8946
30/08/2019,18.62,18.88,18.57,18.71,18.24,22981700,22.9817
02/09/2019,18.71,18.92,18.37,18.37,17.90,8064200,8.0642
03/09/2019,18.34,18.85,18.26,18.52,18.04,20597800,20.5978
04/09/2019,18.74,18.86,18.57,18.79,18.31,15174900,15.1749
05/09/2019,18.90,19.00,18.69,18.69,18.21,15042800,15.0428
06/09/2019,18.83,18.87,18.58,18.71,18.24,13073200,13.0732
09/09/2019,18.79,18.91,18.66,18.87,18.38,11456600,11.4566
10/09/2019,18.87,19.12,18.73,18.82,18.33,23425400,23.4254
11/09/2019,18.90,19.28,18.71,18.91,18.42,28800600,28.8006
12/09/2019,19.10,19.49,19.01,19.37,18.87,22002000,22.002
13/09/2019,19.35,19.48,18.95,19.10,18.61,16045800,16.0458
16/09/2019,19.05,19.23,18.93,19.15,18.65,14858800,14.8588
17/09/2019,19.03,19.50,19.03,19.43,18.93,16934100,16.9341
18/09/2019,19.36,19.45,19.15,19.26,18.76,18071900,18.0719
19/09/2019,19.48,19.60,19.20,19.35,18.85,31691000,31.691
20/09/2019,19.43,19.46,19.10,19.38,18.89,32308600,32.3086
23/09/2019,19.24,19.54,19.23,19.41,18.91,13285800,13.2858
24/09/2019,19.46,19.51,19.12,19.35,18.85,16081600,16.0816
25/09/2019,19.25,19.62,19.25,19.60,19.09,15272500,15.2725
26/09/2019,19.57,19.76,19.37,19.53,19.03,33348400,33.3484
27/09/2019,19.55,19.67,19.30,19.45,18.95,12432300,12.4323
30/09/2019,19.53,19.55,19.17,19.25,18.75,21606700,21.6067
01/10/2019,19.29,19.45,19.11,19.30,18.81,24459600,24.4596
02/10/2019,19.20,19.29,18.75,18.86,18.37,17900100,17.9001
03/10/2019,18.79,18.85,18.46,18.58,18.10,19307100,19.3071
04/10/2019,18.59,19.37,18.50,19.20,18.71,35765000,35.765
07/10/2019,19.20,19.28,18.78,18.87,18.38,17635100,17.6351
08/10/2019,18.84,18.86,18.49,18.60,18.12,19185600,19.1856
09/10/2019,18.70,18.84,18.54,18.67,18.19,13310500,13.3105
10/10/2019,18.62,18.74,18.29,18.42,17.94,23781900,23.7819
11/10/2019,18.54,18.85,18.45,18.58,18.10,18950100,18.9501
14/10/2019,18.69,18.77,18.53,18.71,18.24,7716500,7.7165
15/10/2019,18.71,19.04,18.68,18.88,18.40,12359100,12.3591
16/10/2019,19.04,19.04,18.69,18.88,18.40,22029700,22.0297
17/10/2019,18.94,18.96,18.73,18.77,18.28,12012200,12.0122
18/10/2019,18.83,18.87,18.54,18.67,18.19,10737900,10.7379
21/10/2019,18.60,19.00,18.60,18.99,18.50,21747300,21.7473
22/10/2019,18.87,19.17,18.70,18.77,18.28,23053700,23.0537
23/10/2019,18.75,18.85,18.58,18.68,18.20,23271200,23.2712
24/10/2019,18.71,19.34,18.61,19.19,18.69,42853200,42.8532
25/10/2019,17.90,18.24,17.58,17.60,17.14,82318800,82.3188
28/10/2019,17.79,17.92,17.30,17.54,17.09,29041200,29.0412
29/10/2019,17.53,17.75,17.37,17.58,17.13,28627500,28.6275
30/10/2019,17.61,17.65,17.33,17.55,17.11,15607300,15.6073
31/10/2019,17.46,17.65,17.35,17.37,16.93,20426500,20.4265
01/11/2019,17.45,17.51,17.26,17.33,16.88,14655000,14.655
04/11/2019,17.35,17.67,17.29,17.57,17.12,12268600,12.2686
05/11/2019,17.59,17.77,17.46,17.70,17.25,16763700,16.7637
06/11/2019,17.60,17.79,17.35,17.52,17.07,10565900,10.5659
07/11/2019,17.59,17.67,17.44,17.55,17.11,13188400,13.1884
08/11/2019,17.45,17.55,17.18,17.29,16.85,15252400,15.2524
11/11/2019,17.28,17.63,17.21,17.54,17.09,11838200,11.8382
12/11/2019,17.40,17.53,17.25,17.37,16.92,14096800,14.0968
13/11/2019,17.37,17.45,17.25,17.37,16.92,11332700,11.3327
14/11/2019,17.37,17.61,17.30,17.45,17.00,18222200,18.2222
18/11/2019,17.59,17.68,17.42,17.55,17.11,9445200,9.4452
19/11/2019,17.61,17.73,17.41,17.67,17.21,9754500,9.7545
21/11/2019,17.83,18.07,17.67,18.07,17.60,19540600,19.5406
22/11/2019,18.02,18.29,17.94,18.19,17.72,17014400,17.0144
25/11/2019,18.19,18.29,18.02,18.20,17.73,7860100,7.8601
26/11/2019,18.11,18.18,17.71,18.03,17.56,32541200,32.5412
27/11/2019,17.95,18.15,17.76,17.95,17.50,8765700,8.7657
28/11/2019,17.95,18.12,17.87,18.01,17.54,5109500,5.1095
29/11/2019,18.10,18.15,17.85,18.04,17.58,8325200,8.3252
02/12/2019,18.04,18.16,17.88,17.96,17.51,10259800,10.2598
03/12/2019,18.10,18.10,17.75,17.87,17.41,97511800,97.5118
04/12/2019,18.00,18.53,17.95,18.29,17.83,21779200,21.7792
05/12/2019,18.28,18.35,18.10,18.15,17.68,34121900,34.1219
06/12/2019,18.20,18.53,18.15,18.45,17.97,19544400,19.5444
09/12/2019,18.45,18.50,18.24,18.44,17.96,13479000,13.479
10/12/2019,18.38,18.57,18.29,18.37,17.89,14715500,14.7155
11/12/2019,18.45,18.50,18.26,18.45,17.97,29652200,29.6522
12/12/2019,18.46,18.78,18.43,18.70,18.22,17463900,17.4639
13/12/2019,18.79,19.03,18.79,19.01,18.52,15663000,15.663
16/12/2019,19.02,19.27,19.01,19.08,18.59,17117700,17.1177
17/12/2019,19.15,19.29,18.88,18.91,18.42,14087800,14.0878
18/12/2019,18.95,19.19,18.84,19.09,18.60,31759400,31.7594
19/12/2019,19.09,19.17,18.95,19.17,18.67,27270600,27.2706
20/12/2019,18.62,19.01,18.52,18.91,18.91,25816100,25.8161
23/12/2019,19.01,19.08,18.78,18.95,18.95,16331900,16.3319
26/12/2019,18.95,19.25,18.83,19.21,19.21,20726100,20.7261
27/12/2019,19.25,19.36,19.09,19.16,19.16,13210500,13.2105
30/12/2019,19.20,19.35,18.67,18.67,18.67,17430500,17.4305
02/01/2020,18.86,19.25,18.78,19.20,19.20,16011300,16.0113
03/01/2020,18.95,19.16,18.88,18.93,18.93,20059000,20.059
06/01/2020,18.86,19.17,18.69,19.02,19.02,14644300,14.6443
07/01/2020,19.04,19.23,18.86,19.05,19.05,18036600,18.0366
08/01/2020,19.09,19.16,18.86,18.96,18.96,14051700,14.0517
09/01/2020,19.00,19.08,18.51,18.82,18.82,21199500,21.1995
10/01/2020,18.82,19.04,18.77,18.88,18.88,11697800,11.6978
13/01/2020,18.93,19.35,18.91,19.20,19.20,19314500,19.3145
14/01/2020,19.20,19.58,18.98,19.10,19.10,21324400,21.3244
15/01/2020,19.00,19.00,18.76,18.76,18.76,17408600,17.4086
16/01/2020,18.90,18.93,18.68,18.70,18.70,10783600,10.7836
17/01/2020,18.76,18.86,18.57,18.70,18.70,16556000,16.556
20/01/2020,18.70,18.87,18.58,18.79,18.79,8035600,8.0356
21/01/2020,18.68,18.92,18.66,18.74,18.74,11249000,11.249
22/01/2020,18.85,19.08,18.77,19.04,19.04,13925400,13.9254
23/01/2020,18.90,19.03,18.59,18.65,18.65,20155900,20.1559
24/01/2020,18.82,19.01,18.71,18.99,18.99,12738200,12.7382
27/01/2020,18.68,18.79,18.45,18.54,18.54,12916900,12.9169
28/01/2020,18.62,18.95,18.50,18.79,18.79,13373600,13.3736
29/01/2020,18.86,18.91,18.21,18.29,18.29,12931800,12.9318
30/01/2020,18.20,18.34,17.87,18.34,18.34,15925300,15.9253
31/01/2020,18.00,18.19,17.78,17.85,17.85,20960400,20.9604
03/02/2020,17.92,18.12,17.59,17.59,17.59,18733100,18.7331
04/02/2020,17.78,17.94,17.58,17.65,17.65,16492600,16.4926
05/02/2020,17.90,18.00,17.20,17.25,17.25,36940300,36.9403
06/02/2020,17.48,17.48,16.75,16.87,16.87,19619000,19.619
07/02/2020,16.74,17.17,16.73,16.92,16.92,77239000,77.239
10/02/2020,16.98,17.10,16.58,16.73,16.73,17027200,17.0272
11/02/2020,16.85,16.93,16.62,16.79,16.79,21283300,21.2833
12/02/2020,16.71,16.87,16.48,16.65,16.65,36408300,36.4083
13/02/2020,16.54,16.67,16.27,16.27,16.27,15697100,15.6971
14/02/2020,16.27,16.54,16.10,16.41,16.41,23398800,23.3988
17/02/2020,16.54,16.82,16.45,16.60,16.60,19609100,19.6091
18/02/2020,16.50,16.55,16.08,16.18,16.18,18027400,18.0274
19/02/2020,16.15,16.25,16.00,16.12,16.12,18162400,18.1624
20/02/2020,16.11,16.37,16.08,16.17,16.17,23155100,23.1551
21/02/2020,16.10,16.25,15.87,16.25,16.25,27991000,27.991
27/02/2020,14.90,14.97,14.28,14.50,14.50,91108200,91.1082
28/02/2020,14.50,14.54,14.01,14.54,14.54,45807500,45.8075
02/03/2020,14.59,14.98,14.40,14.72,14.72,31307000,31.307
03/03/2020,14.75,15.12,14.66,14.74,14.74,26696400,26.6964
04/03/2020,15.07,15.55,14.77,15.31,15.31,35799500,35.7995
05/03/2020,15.04,15.53,14.94,15.23,15.23,45949800,45.9498
06/03/2020,14.86,15.50,14.70,15.32,15.32,43528300,43.5283
09/03/2020,14.65,14.98,14.47,14.67,14.67,46283500,46.2835
10/03/2020,14.60,14.96,13.74,14.42,14.42,52663200,52.6632
11/03/2020,14.14,14.33,12.90,13.75,13.75,39788900,39.7889
12/03/2020,12.48,12.68,11.39,11.58,11.58,36313400,36.3134
13/03/2020,12.60,13.09,11.64,12.70,12.70,51339000,51.339
16/03/2020,11.39,11.77,10.43,11.03,11.03,52067300,52.0673
17/03/2020,11.05,11.91,11.05,11.69,11.69,70142000,70.142
